Amount Pending,State,Tenure,Interest Rate,City,Bounce String,Disbursed Amount,Loan Number
1049,Maharashtra,8,0,Gadchiroli,SSSS,8392,ZJGOP
1062,Maharashtra,8,0,Akola,SSSS,8496,JX3TH
1781,Maharashtra,11,0,Ratnagiri,BBBB,19591,YJNUL
1487,Maharashtra,8,0,Parbhani,SSSS,11896,6RD4M
1806,Maharashtra,8,0,Pune,SBSS,14448,4AJ8G
2897,Maharashtra,11,0,Nashik,SSSS,31867,X7RRO
3068,Maharashtra,11,0,Pune,SSSS,33748,INMEW
1855,Maharashtra,8,0,Nanded,BBBB,14840,PNRLA
3128,Maharashtra,11,0,Pune,BBSB,34408,MD6NQ
1593,Maharashtra,8,0,Pune,BBSS,12744,C6H5H
5156,Maharashtra,8,0,Nagpur,SSSS,41248,NFK8D
1181,Maharashtra,8,0,Pune,SSSS,9448,A25II
1406,Maharashtra,8,0,Pune,SSSS,11248,7F8LE
1418,Maharashtra,8,0,Pune,SSSS,11344,TH2T3
1312,Maharashtra,8,0,Parbhani,SSSS,10496,RRRZR
855,Maharashtra,8,0,Aurangabad,SSSS,6840,PJB6F
1149,Maharashtra,8,0,Bhandara,SBBS,9192,ESD81
1418,Maharashtra,8,0,Osmanabad,BBSB,11344,8K6V3
2318,Maharashtra,11,0,Solapur,SSSS,25498,4GT0G
1806,Maharashtra,8,0,Aurangabad,SSSS,14448,W7SRX
1424,Maharashtra,8,0,Beed,BSSB,11392,BLXFH
1462,Maharashtra,8,0,Jalgaon,SSSS,11696,0B67Z
1006,Maharashtra,8,0,Nashik,SBSS,8048,M1N5B
1806,Maharashtra,8,0,Pune,SSSS,14448,Q464P
1049,Maharashtra,8,0,Aurangabad,SSSB,8392,RKKF9
1418,Maharashtra,8,0,Sangli,SSSS,11344,0AS4L
1380,Maharashtra,8,0,Nashik,BSSB,11040,SMTS2
3285,Maharashtra,11,0,Parbhani,BBLS,36135,MN671
2699,Maharashtra,7,0,AHMED NAGAR,SSSB,18893,XPCXP
1418,Maharashtra,8,0,Aurangabad,SSSS,11344,M0T5P
2083,Maharashtra,24,0,Nagpur,SSBB,49992,6OFDE
2083,Maharashtra,24,0,Pune,SSSS,49992,Z9RIV
1662,Maharashtra,8,0,Osmanabad,SSSS,13296,E5OWH
1124,Maharashtra,8,0,Osmanabad,BBSB,8992,0PTKD
1295,Maharashtra,8,0,Sangli,SSSB,10360,FHEI5
1768,Maharashtra,8,0,Aurangabad,HSSS,14144,RJJ6V
1137,Maharashtra,8,0,Nashik,SSSS,9096,NSWRI
1666,Maharashtra,24,0,Pune,SSSS,39984,81WBP
874,Maharashtra,8,0,Nagpur,BSSS,6992,YOQXP
1124,Maharashtra,8,0,Aurangabad,SBBB,8992,RUH0N
1499,Maharashtra,8,0,Solapur,SSSS,11992,P7NAV
1487,Maharashtra,8,0,Beed,SSSS,11896,OOWV7
1312,Maharashtra,8,0,Kolhapur,BSSB,10496,RNTF5
1487,Maharashtra,8,0,Pune,SSSS,11896,DLBBL
1312,Maharashtra,8,0,Nanded,SBSB,10496,27HJF
2318,Maharashtra,11,0,Aurangabad,SSBS,25498,ZD38N
1312,Maharashtra,8,0,Pune,SSSS,10496,UPNWM
1006,Maharashtra,8,0,Pune,SSSS,8048,R4CUC
1581,Maharashtra,11,0,Pune,SSSS,17391,SDNMX
1949,Maharashtra,11,0,Pune,SSSS,21439,GWZOC
2330,Maharashtra,24,0,Aurangabad,SBSS,55920,K9TT6
1666,Maharashtra,24,0,Latur,BSSS,39984,26JQJ
1418,Maharashtra,8,0,Chandrapur,SSSB,11344,8BAI1
1806,Maharashtra,8,0,Hingoli,SSSS,14448,BGGTA
1312,Maharashtra,8,0,Gondia,BSBS,10496,WX5GF
1818,Maharashtra,11,0,Jalgaon,SSSS,19998,I0IK3
1124,Maharashtra,8,0,Pune,SSSS,8992,0FQ9F
1274,Maharashtra,8,0,AHMED NAGAR,SSBB,10192,62W9M
1666,Maharashtra,24,0,Sindhudurg,SSSS,39984,6TGXG
1312,Maharashtra,8,0,Amravati,SSSS,10496,9FJG7
1487,Maharashtra,8,0,Nanded,SSSS,11896,5HTSW
1593,Maharashtra,8,0,Sangli,SSS,12744,ZSXMH
1487,Maharashtra,8,0,Pune,SSS,11896,GRGKN
624,Maharashtra,8,0,Pune,SBS,4992,T9OP1
1073,Maharashtra,8,0,Sangli,SSS,8584,88JFS
1062,Maharashtra,8,0,Parbhani,SSS,8496,B25R3
2526,Maharashtra,11,0,Pune,SSS,27786,FR5H5
1818,Maharashtra,11,0,Pune,SSS,19998,8LIZB
1399,Maharashtra,8,0,NANDURBAR,SSS,11192,8FCI7
1599,Maharashtra,8,0,Pune,SBB,12792,VV35V
1124,Maharashtra,8,0,AHMED NAGAR,SSS,8992,2WOFP
1399,Maharashtra,8,0,Sangli,BBB,11192,AK44D
1605,Maharashtra,8,0,Beed,SSS,12840,EWZDC
1574,Maharashtra,8,0,Nagpur,SSS,12592,AV44M
1680,Maharashtra,8,0,Beed,BBB,13440,KXYQX
1574,Maharashtra,8,0,NANDURBAR,SBB,12592,1MYDH
1406,Maharashtra,8,0,Pune,SSB,11248,895WL
1574,Maharashtra,8,0,Nanded,BBB,12592,1B96J
1574,Maharashtra,8,0,Kolhapur,SSS,12592,F24WO
1249,Maharashtra,8,0,YAVATMAL,SSS,9992,FF2HW
1818,Maharashtra,11,0,AHMED NAGAR,SSS,19998,PSJDD
1912,Maharashtra,8,0,Amravati,SSS,15296,DZLT1
1799,Maharashtra,8,0,Akola,SSS,14392,LQ8Z5
1257,Maharashtra,7,0,Pune,SSS,8799,VIXLB
2083,Maharashtra,24,0,Solapur,SSS,49992,HFBNP
1749,Maharashtra,24,0,Pune,SSS,41976,XALSX
2083,Maharashtra,24,0,Nashik,SSS,49992,2VTK7
2318,Maharashtra,11,0,Pune,SSS,25498,SOX6P
1224,Maharashtra,8,0,Wardha,SSS,9792,IUOIL
3013,Maharashtra,11,0,Pune,SSS,33143,S5JGR
1912,Maharashtra,8,0,Buldhana,SSS,15296,QF8LT
1699,Maharashtra,8,0,Pune,SSS,13592,UCVPY
2454,Maharashtra,11,0,Solapur,SSS,26994,HN5Z3
1540,Maharashtra,8,0,Pune,SSB,12320,1949D
1912,Maharashtra,8,0,Beed,SSS,15296,N6IPY
2083,Maharashtra,24,0,Pune,SBS,49992,PRUPA
3244,Maharashtra,11,0,Pune,SSS,35684,AMGSK
2109,Maharashtra,11,0,Parbhani,SSB,23199,9XZZJ
2399,Maharashtra,7,0,Pune,SSS,16793,QUSUP
2189,Maharashtra,24,0,Nagpur,SSS,52536,AGLTE
1666,Maharashtra,24,0,Nagpur,SSS,39984,ZIFZW
1093,Maharashtra,8,0,NANDURBAR,SSS,8744,YS30D
1399,Maharashtra,8,0,Pune,SBB,11192,CU2LF
2999,Maharashtra,8,0,Aurangabad,SSS,23992,WONDF
1574,Maharashtra,8,0,Jalna,SSS,12592,V4AN3
2018,Maharashtra,8,0,Nanded,SSS,16144,3GA4V
2124,Maharashtra,8,0,Aurangabad,SSS,16992,BM4FV
2671,Maharashtra,7,0,AHMED NAGAR,SSS,18697,1ACU4
1912,Maharashtra,8,0,Nanded,SSS,15296,NFMV7
874,Maharashtra,8,0,Hingoli,SSS,6992,LX8DY
2181,Maharashtra,11,0,YAVATMAL,SBS,23991,CP6DS
1574,Maharashtra,8,0,Pune,SSS,12592,DOVE8
1287,Maharashtra,8,0,Nashik,SSB,10296,3ENZV
2792,Maharashtra,7,0,Pune,SSS,19544,JRHQR
1505,Maharashtra,8,0,Pune,SSB,12040,EI415
3333,Maharashtra,24,0,Beed,SBB,79992,QCB6T
1287,Maharashtra,8,0,Kolhapur,SSS,10296,MXD29
1093,Maharashtra,8,0,Aurangabad,BBB,8744,F4YRO
1093,Maharashtra,8,0,Ratnagiri,SSS,8744,GKIZO
1699,Maharashtra,8,0,Wardha,SSB,13592,Z4J9H
1799,Maharashtra,8,0,Pune,BBB,14392,1TH9J
1574,Maharashtra,8,0,Pune,SSS,12592,P7ANM
2520,Maharashtra,7,0,Nagpur,SSS,17640,UQT3W
3199,Maharashtra,8,0,Aurangabad,SBS,25592,222Z1
1605,Maharashtra,8,0,Nanded,SSS,12840,XE5GD
1199,Maharashtra,8,0,Pune,SSS,9592,4W778
2399,Maharashtra,7,0,Jalna,SSS,16793,RUY58
1574,Maharashtra,8,0,Sangli,SSS,12592,1MITF
1399,Maharashtra,8,0,Chandrapur,SBB,11192,HE0DO
2113,Maharashtra,11,0,Pune,SSS,23243,V8OY4
2103,Maharashtra,11,0,Nagpur,SSS,23133,Z49SL
2914,Maharashtra,7,0,Nashik,SSS,20398,WGHS9
2372,Maharashtra,11,0,Amravati,SSS,26092,LASFU
1912,Maharashtra,8,0,Nashik,SSS,15296,717ZC
2372,Maharashtra,11,0,Pune,SSS,26092,WL4ZQ
2526,Maharashtra,11,0,Solapur,SSS,27786,XKTLJ
2372,Maharashtra,11,0,Ratnagiri,BBS,26092,GKJOG
1118,Maharashtra,8,0,Pune,SSS,8944,5INV7
1712,Maharashtra,11,0,Buldhana,SSS,18832,82LHO
1434,Maharashtra,8,0,YAVATMAL,SSS,11472,PFW9J
3199,Maharashtra,8,0,Nashik,SBS,25592,JLXO6
2859,Maharashtra,11,0,Aurangabad,SSS,31449,R7H9D
1599,Maharashtra,8,0,Aurangabad,SSB,12792,5PDQD
1499,Maharashtra,8,0,Beed,SSS,11992,8DVEI
1093,Maharashtra,8,0,Kolhapur,SSS,8744,7IL61
1295,Maharashtra,8,0,Pune,SBB,10360,FWYRM
2536,Maharashtra,11,0,Akola,SSS,27896,FVBGM
1687,Maharashtra,8,0,Satara,SSS,13496,Q241E
2320,Maharashtra,7,0,Pune,SSS,16240,C02AZ
2836,Maharashtra,11,0,Aurangabad,SSS,31196,CKB64
1818,Maharashtra,11,0,Kolhapur,SSS,19998,GJK59
1505,Maharashtra,8,0,Beed,SBS,12040,61SMK
3013,Maharashtra,11,0,Solapur,SSB,33143,RLFZE
1349,Maharashtra,8,0,Nanded,BBB,10792,GSB67
1406,Maharashtra,8,0,Wardha,SSS,11248,400J7
1434,Maharashtra,8,0,Nanded,SSS,11472,9RD79
2742,Maharashtra,7,0,Solapur,SSB,19194,63W0S
2503,Maharashtra,11,0,Pune,SSS,27533,NSD22
1249,Maharashtra,8,0,Kolhapur,SBS,9992,T0EXR
1949,Maharashtra,11,0,Ratnagiri,SSS,21439,TIRYW
1799,Maharashtra,8,0,Aurangabad,SSS,14392,TMMFK
1399,Maharashtra,8,0,Akola,SBS,11192,ZCU4J
1312,Maharashtra,8,0,YAVATMAL,SSS,10496,A4YVJ
1980,Maharashtra,8,0,Jalgaon,SSS,15840,G3RTP
2318,Maharashtra,11,0,Aurangabad,BBB,25498,X0JZW
2481,Maharashtra,11,0,Pune,SSS,27291,8JKHM
2585,Maharashtra,11,0,Pune,SSS,28435,KTV0G
1799,Maharashtra,8,0,Pune,SBS,14392,UMWJI
2914,Maharashtra,7,0,Solapur,SSS,20398,VDOZ9
1690,Maharashtra,11,0,Nagpur,SSS,18590,ZQ3BB
2371,Maharashtra,11,0,Solapur,SSB,26081,SSCR2
874,Maharashtra,8,0,Gondia,SSS,6992,3J1ZD
2399,Maharashtra,8,0,Solapur,SSS,19192,J5AO7
1818,Maharashtra,11,0,Pune,SBS,19998,R8LRX
1599,Maharashtra,8,0,Aurangabad,BBB,12792,4P2XH
3399,Maharashtra,8,0,Sangli,SSS,27192,NHL6N
1574,Maharashtra,8,0,Pune,SSS,12592,9QKGB
1230,Maharashtra,8,0,Osmanabad,BBB,9840,EF1TU
1006,Maharashtra,8,0,Pune,SSS,8048,15UJW
2240,Maharashtra,11,0,Beed,SSS,24640,A2ECF
1181,Maharashtra,8,0,Kolhapur,SSS,9448,IM195
1712,Maharashtra,11,0,Nashik,SSS,18832,1KYZR
3399,Maharashtra,8,0,Pune,SSS,27192,BS7KM
2635,Maharashtra,7,0,Beed,SSS,18445,FUIZM
1666,Maharashtra,24,0,Pune,SSS,39984,D43KB
1912,Maharashtra,8,0,Pune,SSS,15296,7A0BX
1312,Maharashtra,8,0,Aurangabad,SBB,10496,XKXJQ
1574,Maharashtra,8,0,Aurangabad,SSS,12592,YXNNH
1487,Maharashtra,8,0,Parbhani,SBB,11896,JXSNF
2500,Maharashtra,8,0,Jalna,SSS,20000,3PW8M
1006,Maharashtra,8,0,Buldhana,SSS,8048,N93J1
2520,Maharashtra,7,0,Aurangabad,SSS,17640,O3K86
1605,Maharashtra,8,0,Osmanabad,SSS,12840,8AZK6
1593,Maharashtra,8,0,Pune,SSS,12744,OSW6Z
1624,Maharashtra,8,0,Pune,SSS,12992,WEM98
3579,Maharashtra,8,0,Aurangabad,SSB,28632,19166
2240,Maharashtra,11,0,Pune,SSS,24640,JWRHL
2412,Maharashtra,11,0,Kolhapur,SSS,26532,L8H3O
1181,Maharashtra,8,0,Pune,SSS,9448,KXOH8
1799,Maharashtra,8,0,Pune,SSS,14392,AYBKT
1705,Maharashtra,8,0,AHMED NAGAR,SSS,13640,ZJ1A9
4462,Maharashtra,8,0,Aurangabad,SBS,35696,EPONP
1949,Maharashtra,11,0,Pune,BBS,21439,R0Q3U
1181,Maharashtra,8,0,Nashik,SSS,9448,6B1FG
1312,Maharashtra,8,0,Solapur,SSS,10496,MZBUE
2109,Maharashtra,11,0,NANDURBAR,SSS,23199,2LOMH
2526,Maharashtra,11,0,Pune,SSS,27786,53KE0
1078,Maharashtra,8,0,Nashik,SSS,8624,NU1AJ
1799,Maharashtra,8,0,Kolhapur,SSS,14392,C9HA4
1434,Maharashtra,8,0,AHMED NAGAR,SSS,11472,3IBZY
3937,Maharashtra,8,0,Parbhani,SSS,31496,THARW
3013,Maharashtra,11,0,Aurangabad,SSS,33143,7XPWI
1418,Maharashtra,8,0,Amravati,SSB,11344,OOMJP
1499,Maharashtra,8,0,Aurangabad,SSB,11992,3OLGI
1199,Maharashtra,8,0,Nashik,SSS,9592,0ARE0
1171,Maharashtra,8,0,Kolhapur,BBB,9368,T6DEQ
1581,Maharashtra,11,0,Aurangabad,SSS,17391,RTT0D
2240,Maharashtra,11,0,Pune,SSS,24640,NF21C
1749,Maharashtra,8,0,Sangli,SSS,13992,ZDH8S
1593,Maharashtra,8,0,Dhule,SSS,12744,ZPS4Q
1043,Maharashtra,8,0,Pune,SSS,8344,5PU35
1574,Maharashtra,8,0,Nanded,SSS,12592,X16ZC
1093,Maharashtra,8,0,Beed,SBS,8744,52MZU
574,Maharashtra,8,0,Pune,SBS,4592,GP5KK
2240,Maharashtra,11,0,Solapur,SSS,24640,OIQ0K
1574,Maharashtra,8,0,Sangli,SSS,12592,JBTPS
887,Maharashtra,8,0,Aurangabad,SSS,7096,MQ1NO
1312,Maharashtra,8,0,Pune,BBS,10496,60T6D
1799,Maharashtra,8,0,Solapur,SSS,14392,63MRS
1574,Maharashtra,8,0,Sangli,BBS,12592,SY7J8
1944,Maharashtra,7,0,Solapur,SSS,13608,ITHZ7
1574,Maharashtra,8,0,Nashik,SSS,12592,9J1FU
1912,Maharashtra,8,0,Osmanabad,SSS,15296,WJIOJ
2659,Maharashtra,11,0,Beed,SSB,29249,S2APE
1399,Maharashtra,8,0,Akola,SSS,11192,R6GCM
1406,Maharashtra,8,0,Nanded,SSS,11248,WN3N6
2399,Maharashtra,7,0,Aurangabad,SSS,16793,Q53S8
2024,Maharashtra,8,0,Pune,SSS,16192,R2NIS
874,Maharashtra,8,0,Beed,SSS,6992,R8QU0
1312,Maharashtra,8,0,Aurangabad,BBS,10496,8Z30Y
1599,Maharashtra,8,0,Akola,SSS,12792,BWS4G
2018,Maharashtra,8,0,Amravati,SSS,16144,1FX9A
1593,Maharashtra,8,0,Aurangabad,SSS,12744,I6U05
874,Maharashtra,8,0,Nashik,SBS,6992,0BB6P
1666,Maharashtra,24,0,Nagpur,SSB,39984,M9Q2F
1687,Maharashtra,8,0,Aurangabad,SSS,13496,IT0RF
2199,Maharashtra,7,0,Parbhani,SSS,15393,LXQT2
3956,Maharashtra,15,0,Nashik,SSS,59340,IA7M9
4462,Maharashtra,8,0,Sangli,SSS,35696,PSHFI
1349,Maharashtra,8,0,Amravati,SSS,10792,373XK
2018,Maharashtra,8,0,Pune,SBS,16144,1QTWL
1585,Maharashtra,7,0,Latur,SSS,11095,L2LHO
2753,Maharashtra,11,0,Sangli,SBS,30283,14X8R
1199,Maharashtra,8,0,Pune,SSS,9592,GR9JN
1249,Maharashtra,8,0,Pune,SSS,9992,OIMRJ
1167,Maharashtra,8,0,Pune,SSS,9336,URY4P
1505,Maharashtra,8,0,Pune,SSS,12040,EOVCG
2395,Maharashtra,11,0,Buldhana,SBS,26345,GTALG
1593,Maharashtra,8,0,Pune,SBS,12744,DRETY
1949,Maharashtra,11,0,Pune,SSB,21439,FTDR4
1574,Maharashtra,8,0,AHMED NAGAR,SSS,12592,R54XD
1328,Maharashtra,8,0,Pune,SSS,10624,UNQW8
1287,Maharashtra,8,0,Pune,SSS,10296,WZH4Q
2318,Maharashtra,11,0,Nashik,SSS,25498,JLIZJ
1818,Maharashtra,11,0,Pune,SSS,19998,KX9TE
1705,Maharashtra,8,0,Pune,SSS,13640,V2OAL
2240,Maharashtra,11,0,Pune,SSS,24640,YLER3
1224,Maharashtra,8,0,Parbhani,SSS,9792,NF6BH
1167,Maharashtra,8,0,Nashik,BBS,9336,5D63L
1105,Maharashtra,8,0,Pune,SSS,8840,1MOEN
1666,Maharashtra,24,0,Pune,SSS,39984,MKEZ8
948,Maharashtra,8,0,Aurangabad,SSB,7584,0H3U8
1581,Maharashtra,11,0,Solapur,BBB,17391,D38NH
948,Maharashtra,8,0,Osmanabad,SSS,7584,KOZNK
2240,Maharashtra,11,0,Latur,SSS,24640,KATR9
1062,Maharashtra,8,0,Pune,SSB,8496,EORH8
2240,Maharashtra,11,0,Satara,SSS,24640,G2QIK
1181,Maharashtra,8,0,Nagpur,SSS,9448,UESDT
3013,Maharashtra,11,0,Bhandara,SSS,33143,Z9HLD
1505,Maharashtra,8,0,Osmanabad,SSS,12040,K05V6
1012,Maharashtra,8,0,Pune,SSS,8096,3KDKU
1699,Maharashtra,8,0,AHMED NAGAR,SSS,13592,F1HZ8
2792,Maharashtra,7,0,Pune,SSS,19544,67JWZ
2240,Maharashtra,11,0,Kolhapur,SSS,24640,HA7IE
1818,Maharashtra,11,0,Nanded,SSS,19998,3EQVT
2372,Maharashtra,11,0,Parbhani,SSS,26092,OVR4X
2083,Maharashtra,24,0,Pune,SSS,49992,VB4X8
2659,Maharashtra,11,0,Aurangabad,SSS,29249,L4M31
3013,Maharashtra,11,0,Pune,SSS,33143,EVT8R
2914,Maharashtra,7,0,Pune,SSS,20398,TP43Z
1605,Maharashtra,8,0,Dhule,SSB,12840,N3SA7
1043,Maharashtra,8,0,Satara,SSS,8344,9H3UW
2018,Maharashtra,8,0,Pune,SSS,16144,2ADMR
2199,Maharashtra,7,0,Latur,SBS,15393,2G02P
990,Maharashtra,8,0,Nashik,SSS,7920,WC823
749,Maharashtra,8,0,Aurangabad,SBS,5992,U1JI9
948,Maharashtra,8,0,Pune,SSS,7584,DH8E4
1912,Maharashtra,8,0,Osmanabad,SSS,15296,N3SLD
1062,Maharashtra,8,0,AHMED NAGAR,SSS,8496,A616I
2371,Maharashtra,11,0,Nagpur,SSS,26081,SV7DK
1073,Maharashtra,8,0,Pune,SSS,8584,EKWHB
1749,Maharashtra,8,0,AHMED NAGAR,BBS,13992,N4TSW
1062,Maharashtra,8,0,Nanded,SSS,8496,DPBVZ
2083,Maharashtra,24,0,Aurangabad,SSS,49992,TRD8Y
1349,Maharashtra,8,0,Pune,SSS,10792,VAHG2
2083,Maharashtra,24,0,Pune,SSS,49992,TO5VT
1699,Maharashtra,8,0,Latur,SSS,13592,NGGW0
1699,Maharashtra,8,0,Pune,SSB,13592,YAISC
2635,Maharashtra,7,0,Pune,SSB,18445,0ACS1
1699,Maharashtra,8,0,Pune,SBS,13592,H4KE4
1434,Maharashtra,8,0,Pune,SSS,11472,CBU2A
1699,Maharashtra,8,0,Aurangabad,SSS,13592,1GUZG
2571,Maharashtra,7,0,Nashik,SSS,17997,WXNAQ
1799,Maharashtra,8,0,Sangli,SSS,14392,5T5H6
1349,Maharashtra,8,0,Pune,SSS,10792,S73GV
1805,Maharashtra,8,0,Sangli,SSS,14440,37OFS
1122,Maharashtra,8,0,Pune,SSB,8976,46ZE7
3068,Maharashtra,11,0,Sindhudurg,SSS,33748,U21G2
1181,Maharashtra,8,0,Pune,SSS,9448,J7U8T
1209,Maharashtra,8,0,Nashik,SSS,9672,45ESC
1265,Maharashtra,8,0,AHMED NAGAR,SSS,10120,538JM
2018,Maharashtra,8,0,Satara,BBS,16144,CCB7K
1399,Maharashtra,8,0,Osmanabad,SSS,11192,AH2OX
2371,Maharashtra,11,0,Pune,SSS,26081,EBBLC
1912,Maharashtra,8,0,Nashik,SSS,15296,63LLB
1487,Maharashtra,8,0,Pune,SSS,11896,GLRXV
2671,Maharashtra,7,0,Nashik,SSS,18697,1MAHI
3013,Maharashtra,11,0,Nashik,SSS,33143,4E3AA
3273,Maharashtra,8,0,Pune,SSS,26184,5NV42
874,Maharashtra,8,0,Beed,SSS,6992,UDYZ7
1434,Maharashtra,8,0,NANDURBAR,SSB,11472,OYHQ8
1093,Maharashtra,8,0,Gondia,SSS,8744,W57JG
1062,Maharashtra,8,0,Kolhapur,SSB,8496,BUNWJ
1666,Maharashtra,24,0,Aurangabad,SSB,39984,GH9V7
1136,Maharashtra,8,0,Chandrapur,SSS,9088,28AEG
2440,Maharashtra,11,0,Kolhapur,SSS,26840,BYXAZ
1799,Maharashtra,8,0,Parbhani,SSB,14392,DB18C
1455,Maharashtra,8,0,Beed,SSS,11640,7BYFK
1912,Maharashtra,8,0,Jalgaon,SSB,15296,51RIW
1581,Maharashtra,11,0,Nagpur,BBS,17391,FLX2N
1136,Maharashtra,8,0,Nashik,SSS,9088,L846G
1976,Maharashtra,11,0,Pune,SSS,21736,WZQE5
1455,Maharashtra,8,0,YAVATMAL,SSS,11640,OA3FQ
874,Maharashtra,8,0,Pune,SSS,6992,AO6OU
1888,Maharashtra,8,0,Aurangabad,SSS,15104,Q4LUS
1912,Maharashtra,8,0,Pune,SSS,15296,6VL9O
1818,Maharashtra,11,0,Pune,SSS,19998,LMJK1
823,Maharashtra,8,0,Pune,SBB,6584,6RR2L
2514,Maharashtra,7,0,Nanded,SSS,17598,1ESF4
2109,Maharashtra,11,0,Ratnagiri,SSS,23199,0QHV5
1093,Maharashtra,8,0,Aurangabad,SSS,8744,WU7UM
874,Maharashtra,8,0,Aurangabad,SBB,6992,7WAPW
2914,Maharashtra,7,0,Sangli,SSS,20398,4P81A
1699,Maharashtra,8,0,Nashik,SSS,13592,J9ARQ
2371,Maharashtra,11,0,Nagpur,SSS,26081,UFQXL
1600,Maharashtra,8,0,AHMED NAGAR,SSB,12800,HVYIW
1245,Maharashtra,8,0,Akola,SBS,9960,5XXE1
1699,Maharashtra,8,0,Pune,SSS,13592,ULD5C
1399,Maharashtra,8,0,Pune,SSS,11192,LY13V
1912,Maharashtra,8,0,Latur,SSS,15296,AMYRO
1666,Maharashtra,24,0,Nashik,SSS,39984,J13F0
2113,Maharashtra,11,0,Aurangabad,SSS,23243,23XIQ
948,Maharashtra,8,0,Aurangabad,SSS,7584,7FRMW
1312,Maharashtra,8,0,Pune,SSS,10496,4UMIC
1049,Maharashtra,8,0,Sangli,BBB,8392,24PLV
2083,Maharashtra,24,0,Satara,SSS,49992,XZW5I
1487,Maharashtra,8,0,Beed,SSS,11896,YWR0Z
3013,Maharashtra,11,0,Pune,SSS,33143,RT6W5
749,Maharashtra,8,0,Pune,SSS,5992,CCF1A
1268,Maharashtra,8,0,Pune,SSS,10144,OWCB0
1805,Maharashtra,8,0,Sangli,SBS,14440,HZLRB
1699,Maharashtra,8,0,Jalna,SSS,13592,BO30F
1268,Maharashtra,8,0,Nagpur,SBS,10144,DTIZF
1593,Maharashtra,8,0,Latur,SSS,12744,48LDI
1666,Maharashtra,24,0,AHMED NAGAR,SSS,39984,N48VA
1593,Maharashtra,8,0,Wardha,SSS,12744,JLTFU
2240,Maharashtra,11,0,Sangli,BBB,24640,ROIAS
2113,Maharashtra,11,0,Parbhani,SSS,23243,NN1RV
1912,Maharashtra,8,0,Pune,SSS,15296,YQVOA
2109,Maharashtra,11,0,Wardha,SSS,23199,2GBDN
2742,Maharashtra,7,0,Parbhani,SSS,19194,96YSW
1845,Maharashtra,11,0,Aurangabad,SSS,20295,CET1J
1977,Maharashtra,11,0,Aurangabad,BBS,21747,LAOV3
1593,Maharashtra,8,0,Aurangabad,SBB,12744,FH21A
1912,Maharashtra,8,0,Solapur,SSS,15296,IXKV0
1418,Maharashtra,8,0,Aurangabad,SSS,11344,OUB61
1062,Maharashtra,8,0,Nanded,SSS,8496,QND7R
1699,Maharashtra,8,0,Beed,SBS,13592,MI51K
1487,Maharashtra,8,0,Solapur,SBS,11896,E1TQU
2007,Maharashtra,8,0,Parbhani,SSS,16056,DCGAW
1374,Maharashtra,8,0,Osmanabad,SSS,10992,SFSS7
1818,Maharashtra,11,0,Nagpur,SBS,19998,KFE7I
1093,Maharashtra,8,0,Aurangabad,SSS,8744,WH877
1666,Maharashtra,24,0,Pune,SSS,39984,CNH71
1268,Maharashtra,8,0,Latur,BBS,10144,ODW6U
1555,Maharashtra,8,0,Jalgaon,SSS,12440,3RBXM
1380,Maharashtra,8,0,Pune,SSS,11040,OVT17
999,Maharashtra,8,0,Sindhudurg,SBS,7992,ZX6NR
2007,Maharashtra,8,0,Latur,SSS,16056,0TR7A
1380,Maharashtra,8,0,Pune,SSS,11040,BZRP3
1268,Maharashtra,8,0,Nashik,SSS,10144,P4I51
1662,Maharashtra,8,0,Aurangabad,SSS,13296,YZOV6
4780,Maharashtra,8,0,AHMED NAGAR,SSS,38240,TG668
1593,Maharashtra,8,0,Osmanabad,SSS,12744,G28I7
1912,Maharashtra,8,0,Aurangabad,SSS,15296,DRIVV
1328,Maharashtra,8,0,Pune,SSS,10624,Q9VVA
1136,Maharashtra,8,0,Solapur,SSS,9088,KFZKT
1635,Maharashtra,8,0,Ratnagiri,SBS,13080,FQ3Q6
1136,Maharashtra,8,0,Pune,SBS,9088,31XGB
1555,Maharashtra,8,0,Nagpur,SSS,12440,8FNWF
1062,Maharashtra,8,0,Sangli,SSB,8496,0ML9Q
1062,Maharashtra,8,0,Gondia,SSS,8496,UKIAY
2914,Maharashtra,7,0,Sangli,SSS,20398,NC4E5
1006,Maharashtra,8,0,Nagpur,BBS,8048,6ATNZ
2320,Maharashtra,7,0,Nagpur,SSB,16240,967CA
1012,Maharashtra,8,0,Aurangabad,SSS,8096,XK6N9
1062,Maharashtra,8,0,Jalna,SSS,8496,DK8B4
1949,Maharashtra,11,0,Nanded,SSS,21439,OHFBC
1593,Maharashtra,8,0,Gondia,SSS,12744,PQT1B
2318,Maharashtra,11,0,Pune,SBS,25498,4MI18
1268,Maharashtra,8,0,Solapur,SSS,10144,YYYRE
2914,Maharashtra,7,0,Nagpur,SBS,20398,T4FI4
1593,Maharashtra,8,0,Nanded,SSS,12744,3RCCX
2240,Maharashtra,11,0,Pune,SSS,24640,2UYVE
2395,Maharashtra,11,0,Sangli,SSS,26345,AWV32
1299,Maharashtra,8,0,Pune,SSS,10392,A9D9R
1374,Maharashtra,8,0,Aurangabad,SSS,10992,2YY5M
1806,Maharashtra,8,0,Sangli,SSS,14448,VLEYX
2244,Maharashtra,11,0,Pune,SSS,24684,5DACN
1312,Maharashtra,8,0,Nashik,SSS,10496,9DCKP
948,Maharashtra,8,0,Pune,SSS,7584,3WX2Y
